#
# station, type, normal-vector(3x float)
#
cs301, lba , 0.598753, 0.072099, 0.797682
cs301, hba0, 0.598753, 0.072099, 0.797682
cs301, hba1, 0.598753, 0.072099, 0.797682
cs024, lba , 0.598753, 0.072099, 0.797682
cs024, hba0, 0.598753, 0.072099, 0.797682
cs024, hba1, 0.598753, 0.072099, 0.797682
cs007, lba , 0.598753, 0.072099, 0.797682
cs007, hba0, 0.598753, 0.072099, 0.797682
cs007, hba1, 0.598753, 0.072099, 0.797682
rs406, lba , 0.591206, 0.077240, 0.802814
rs406, hba , 0.591206, 0.077240, 0.802814
rs205, lba , 0.598753, 0.072099, 0.797682
rs205, hba , 0.598753, 0.072099, 0.797682
cs201, lba , 0.598753, 0.072099, 0.797682
cs201, hba0, 0.598753, 0.072099, 0.797682
cs201, hba1, 0.598753, 0.072099, 0.797682
de604, lba , 0.601156, 0.153890, 0.784175
de604, hba , 0.601146, 0.153897, 0.784181
cs004, lba , 0.598753, 0.072099, 0.797682
cs004, hba0, 0.598753, 0.072099, 0.797682
cs004, hba1, 0.598753, 0.072099, 0.797682
cs021, lba , 0.598753, 0.072099, 0.797682
cs021, hba0, 0.598753, 0.072099, 0.797682
cs021, hba1, 0.598753, 0.072099, 0.797682
cs028, lba , 0.598753, 0.072099, 0.797682
cs028, hba0, 0.598753, 0.072099, 0.797682
cs028, hba1, 0.598753, 0.072099, 0.797682
cs002, lba , 0.598753, 0.072099, 0.797682
cs002, hba0, 0.598753, 0.072099, 0.797682
cs002, hba1, 0.598753, 0.072099, 0.797682
cs003, lba , 0.598753, 0.072099, 0.797682
cs003, hba0, 0.598753, 0.072099, 0.797682
cs003, hba1, 0.598753, 0.072099, 0.797682
rs407, lba , 0.598753, 0.072099, 0.797682
rs407, hba , 0.598753, 0.072099, 0.797682
rs306, lba , 0.598753, 0.072099, 0.797682
rs306, hba , 0.598753, 0.072099, 0.797682
de605, lba , 0.628982, 0.049468, 0.775844
de605, hba , 0.628965, 0.049472, 0.775858
rs508, lba , 0.593792, 0.070643, 0.801512
rs508, hba , 0.593792, 0.070643, 0.801512
cs031, lba , 0.598753, 0.072099, 0.797682
cs031, hba0, 0.598753, 0.072099, 0.797682
cs031, hba1, 0.598753, 0.072099, 0.797682
cs001, lba , 0.598753, 0.072099, 0.797682
cs001, hba0, 0.598753, 0.072099, 0.797682
cs001, hba1, 0.598753, 0.072099, 0.797682
cs026, lba , 0.598753, 0.072099, 0.797682
cs026, hba0, 0.598753, 0.072099, 0.797682
cs026, hba1, 0.598753, 0.072099, 0.797682
FI609, lba , 0.333971, 0.126638, 0.934037
FI609, hba , 0.334119, 0.126625, 0.933987
cs302, lba , 0.598753, 0.072099, 0.797682
cs302, hba0, 0.598753, 0.072099, 0.797682
cs302, hba1, 0.598753, 0.072099, 0.797682
rs509, lba , 0.598753, 0.072099, 0.797682
rs509, hba , 0.598753, 0.072099, 0.797682
de602, lba , 0.662887, 0.109694, 0.740641
de602, hba , 0.649782, 0.129703, 0.748973
de601, lba , 0.632827, 0.078099, 0.770344
de601, hba , 0.631584, 0.076814, 0.771493
